15.47;417.870;32719.22;77100;76900;76700;УФА;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
59.69;420.282;32067.52;74800;74600;74400;УЛЬЯНОВСК;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
55.29;419.013;32180.20;74800;74600;74400;УГЛИ;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
5.88;422.142;32209.46;75100;74900;74700;ТВЕРЬ;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
27.33;422.500;32363.47;75100;74900;74700;РЯЗАНЬ;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
11.77;422.568;32453.22;75300;75100;74900;ПИТЕР_ФОРНОСОВО;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
4.16;416.790;33093.13;78900;78700;78500;ОРЕНБУРГ;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
19.43;423.900;32343.57;74800;74600;74400;НИЖНИЙ;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
64.67;423.750;32332.10;74800;74600;74400;ЛОБНЯ;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
20.59;421.389;31730.59;75300;75100;74900;КИРОВ;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
62.12;425.610;32474.04;74800;74600;74400;КАЗАНЬ;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
24.43;422.604;32202.42;76200;76000;75800;ВОЛОГДА;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
0.57;36.417;3124.58;85800;85600;85400;НОВОСИБИРСК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.07;35.325;3094.47;83100;82900;82700;НИЖНИЙ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.42;36.247;3226.03;86000;85800;85600;НАЛЬЧИК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.34;34.400;3078.82;86500;86300;86100;МАХАЧКАЛА;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.68;35.083;3150.50;85300;85100;84900;ЛОБНЯ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.47;34.250;3075.67;85300;85100;84900;ЛИПЕЦК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.41;34.167;2965.67;82800;82600;82400;КУРСК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.36;36.000;2998.80;83300;83100;82900;КИРОВ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.24;34.974;3140.67;85300;85100;84900;КАЛУГА;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
1.24;35.667;3202.90;85300;85100;84900;КАЗАНЬ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.07;35.486;3097.95;85800;85600;85400;ИЖЕВСК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.17;34.583;3105.57;85300;85100;84900;ВОРОНЕЖ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.39;35.217;3021.62;85800;85600;85400;ВОЛОГДА;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.21;34.666;3106.12;85600;85400;85200;ВОЛГОГРАД;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.07;35.250;3165.45;85300;85100;84900;ВЛАДИМИР;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.15;34.666;3147.72;86300;86100;85900;ВЛАДИКАВКАЗ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.24;34.999;3072.96;83300;83100;82900;БРЯНСК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.24;34.417;3090.62;85300;85100;84900;БЕЛГОРОД_КРЕЙДА;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
6.31;568.800;40441.68;71100;70900;70700;ЕКАТЕРИНБУРГ;Лист Ст3;6,0;*2000*6000;г/к сп5 ММК;Лист г/к;12;
29.32;431.100;32461.83;75300;75100;74900;ЕКАТЕРИНБУРГ-НОВЫЙ;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
19.42;431.875;32952.05;75100;74900;74700;ВОЛГОГРАД;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
68.31;434.250;33133.27;74800;74600;74400;ТИТАРОВКА;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
22.50;436.590;33442.79;75100;74900;74700;СТАВРОПОЛЬ;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
41.42;434.079;33337.27;74800;74600;74400;РОСТОВ;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
42.97;434.997;33407.77;75300;75100;74900;ПЯТИГОРСК;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
16.10;413.084;31518.29;75100;74900;74700;НОВОЧЕРКАССК;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
12.66;423.900;32428.35;75500;75300;75100;НАЛЬЧИК;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
12.15;434.499;33456.45;76000;75800;75600;МАХАЧКАЛА;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
9.39;420.750;32103.22;75100;74900;74700;ВОЛГОГРАД;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
29.50;435.753;33683.71;75800;75600;75400;ВЛАДИКАВКАЗ;Лист Ст3;6,0;*1500*6000;г/к сп5 КТЗ;Лист г/к;9;
13.75;417.888;31968.43;75300;75100;74900;УФА;Лист Ст3;6,0;*1500*6000;г/к сп5;Лист г/к;9;
31.40;413.124;31727.95;74800;74600;74400;УГЛИ;Лист Ст3;6,0;*1500*6000;г/к сп5;Лист г/к;9;
29.00;414.288;31610.17;74800;74600;74400;ТУЛА_ПЛЕХАНОВО;Лист Ст3;6,0;*1500*6000;г/к сп5;Лист г/к;9;
1.63;415.260;31684.34;74800;74600;74400;ТИТАРОВКА;Лист Ст3;6,0;*1500*6000;г/к сп5;Лист г/к;9;
4.81;428.670;33264.79;76400;76200;76000;СЫЗРАНЬ;Лист Ст3;6,0;*1500*6000;г/к сп5;Лист г/к;9;
7.04;415.998;32073.45;76100;75900;75700;СТАРЫЙ ОСКОЛ;Лист Ст3;6,0;*1500*6000;г/к сп5;Лист г/к;9;
32.59;415.980;31864.07;75100;74900;74700;СТАВРОПОЛЬ;Лист Ст3;6,0;*1500*6000;г/к сп5;Лист г/к;9;
29.40;414.250;31607.29;74800;74600;74400;САРАНСК;Лист Ст3;6,0;*1500*6000;г/к сп5;Лист г/к;9;
20.83;424.998;32427.35;74800;74600;74400;ВЛАДИМИР;Лист Ст3;6,0;*1500*6000;г/к сп5 с;Лист г/к;9;
6.23;415.836;31229.28;75100;74900;74700;ЧЕЛНЫ;Лист Ст3;6,0;*1500*6000;г/к сп5 НТЗ;Лист г/к;9;
25.84;418.086;31983.58;75300;75100;74900;УФА;Лист Ст3;6,0;*1500*6000;г/к сп5 НТЗ;Лист г/к;9;
23.69;418.230;31910.95;74800;74600;74400;УЛЬЯНОВСК;Лист Ст3;6,0;*1500*6000;г/к сп5 НТЗ;Лист г/к;9;
15.27;413.334;31537.38;74800;74600;74400;САМАРА;Лист Ст3;6,0;*1500*6000;г/к сп5 НТЗ;Лист г/к;9;
6.61;415.746;31721.42;74800;74600;74400;КАЗАНЬ;Лист Ст3;6,0;*1500*6000;г/к сп5 НТЗ;Лист г/к;9;
26.50;433.157;32400.17;74800;74600;74400;ЧЕЛЯБИНСК;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
19.43;433.926;32587.84;75100;74900;74700;ЧЕЛНЫ;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
15.95;432.189;32976.02;75100;74900;74700;ЧЕБОКСАРЫ;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
9.20;437.076;32911.82;75300;75100;74900;ТЮМЕНЬ;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
19.94;424.255;32370.69;74800;74600;74400;САРАНСК;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
22.42;431.298;32908.04;74800;74600;74400;САМАРА;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
19.86;432.180;32975.33;74800;74600;74400;ПЕНЗА;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
20.36;425.340;32240.77;75300;75100;74900;ОРЕНБУРГ;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
46.58;436.878;32460.04;74300;74100;73900;НОВОСИБИРСК;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
23.37;423.900;32343.57;74800;74600;74400;НИЖНИЙ;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
7.73;432.000;32529.60;75300;75100;74900;КИРОВ;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
23.42;427.000;32580.14;74800;74600;74400;КАЗАНЬ;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
36.39;437.274;33145.37;75300;75100;74900;ИЖЕВСК;Лист Ст3;6,0;*1500*6000;г/к сп5 ММК;Лист г/к;9;
10.26;5131.998;566572.58;111000;110400;110000;ЧЕЛЯБИНСК;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
10.26;5131.998;566572.58;111000;110400;110000;УФА;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
15.40;5132.000;617892.78;121000;120400;120000;УЛЬЯНОВСК;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
15.40;5132.001;617892.88;121000;120400;120000;ТИТАРОВКА;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
5.13;5131.998;566572.58;111000;110400;110000;САМАРА;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
10.26;5131.998;566572.58;111000;110400;110000;НОВОСИБИРСК;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
5.13;5131.998;566572.58;111000;110400;110000;ЛОБНЯ;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
10.26;5131.998;566572.58;111000;110400;110000;КАЗАНЬ;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
10.26;5131.998;566572.58;111000;110400;110000;ВОРОНЕЖ;Лист Ст3;70;*1500*6000;г/к сп5 ГОСТ14637-89 ММК;Лист г/к;9;
9.50;4824.999;729062.13;151101;150901;150901;ЧЕЛЯБИНСК;Лист Ст40Х;70;*1500*5000-5500;г/к ТУ 14-123-199-2012 АША;Лист г/к;8.903;
4.77;4770.009;677823.05;142101;141901;141901;УГЛИ;Лист Ст40Х;70;*1500*5000-5500;г/к ТУ 14-123-199-2012 АША;Лист г/к;8.1;
9.60;4837.965;706831.52;146101;145901;145901;КАЗАНЬ;Лист Ст40Х;70;*1500*5000-5500;г/к ТУ 14-123-199-2012 АША;Лист г/к;8.25;
14.04;2979.998;494649.87;165990;165890;165890;УГЛИ;Лист Ст30ХГСА;70;*1200...1500*2500...6000;г/к 11269,19903,АША;Лист г/к;5.16;
0.97;436.161;65376.13;149890;149890;149890;ЧЕЛЯБИНСК;Лист Ст45;70;;г/к ЧАСТЬ;Лист г/к;0.81;
5.28;446.296;64712.99;143000;143000;143000;УГЛИ;Лист Ст45;70;;г/к ЧАСТЬ;Лист г/к;0.75;
6.16;442.500;66419.69;148101;147901;147901;РОСТОВ;Лист Ст45;70;;г/к ЧАСТЬ;Лист г/к;0.75;
2.15;2077.092;340435.38;163900;163900;163900;КАЗАНЬ;Лист Ст45;70;;г/к ЧАСТЬ;Лист г/к;3.6;
3.36;442.594;72581.38;161991;161991;161901;УГЛИ;Лист Ст40х;70;;г/к ЧАСТЬ;Лист г/к;0.75;
3.25;3301.050;547908.28;165980;165980;165890;КАЗАНЬ;Лист Ст40х;70;;г/к ЧАСТЬ;Лист г/к;5.595;
0.33;41.000;3579.32;82800;82600;82400;ЛОБНЯ;Лист Ст3;7;;г/к ЧАСТЬ;Лист г/к;0.75;
0.33;41.000;3579.32;82800;82600;82400;КАЗАНЬ;Лист Ст3;7;;г/к ЧАСТЬ;Лист г/к;0.75;
15.56;479.047;37126.18;75500;74900;74400;УГЛИ;Лист Ст3;7,0;*1500*6000;г/к сп5 ГОСТ14637-89  с;Лист г/к;9;
0.98;488.403;38779.20;77900;77300;76800;ОРЕЛ;Лист Ст3;7,0;*1500*6000;г/к сп5 ГОСТ14637-89  с;Лист г/к;9;
19.84;495.999;38191.92;75500;74900;74400;ЛОБНЯ;Лист Ст3;7,0;*1500*6000;г/к сп5 ГОСТ14637-89  с;Лист г/к;9;
1.97;491.670;38891.10;77900;77300;76800;КУРСК;Лист Ст3;7,0;*1500*6000;г/к сп5 ГОСТ14637-89  с;Лист г/к;9;
6.28;484.065;36595.31;74400;74400;74400;КУРСК;Лист Ст3;7,0;*1500*6000;г/к сп5 р;Лист г/к;9;
0.49;246.000;21352.81;84800;84200;83700;КАЗАНЬ;Лист Ст3;7,0;*1500*3000;г/к ПОЛОВИНА;Лист г/к;4.5;
6.25;570.222;71848.00;126000;125400;125000;ЧЕЛЯБИНСК;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;1;
5.13;427.667;58675.86;136000;135400;135000;УФА;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;0.75;
5.13;427.667;56665.84;131000;130400;130000;ТИТАРОВКА;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;0.75;
4.28;427.666;56665.81;131000;130400;130000;САМАРА;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;0.75;
0.86;427.666;54741.31;126000;125400;125000;РОСТОВ;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;0.75;
2.14;427.666;56665.81;132500;131900;131500;НОВОСИБИРСК;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;0.75;
2.57;427.666;52389.15;121000;120400;120000;ЛОБНЯ;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;0.75;
2.14;427.666;52389.15;121000;120400;120000;КАЗАНЬ;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;0.75;
2.14;427.666;52389.15;121000;120400;120000;ВОРОНЕЖ;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;0.75;
0.90;905.000;123713.49;136000;135400;135000;ВЛАДИКАВКАЗ;Лист Ст3;70;;г/к ЧАСТЬ;Лист г/к;1.62;
9.52;4760.000;790112.37;165990;165890;165890;УГЛИ;Лист Ст30ХГСА;70;*1500*5000...6000;г/к 11269,19903,АША;Лист г/к;8.1;
0.17;36.000;3232.80;85300;85100;84900;УЛЬЯНОВСК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.64;34.918;3065.77;82800;82600;82400;УГЛИ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.07;36.417;3124.58;85800;85600;85400;ТЮМЕНЬ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.10;33.250;2902.70;82800;82600;82400;ТУЛА_ПЛЕХАНОВО;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.27;36.187;3249.64;85300;85100;84900;ТИТАРОВКА;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.25;35.167;3150.94;85600;85400;85200;ТВЕРЬ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.14;35.750;3203.19;85600;85400;85200;СЫЗРАНЬ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.28;34.700;2987.69;83100;82900;82700;СТАРЫЙ ОСКОЛ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.42;35.325;3182.78;85600;85400;85200;СТАВРОПОЛЬ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.06;35.775;3212.59;85300;85100;84900;САРАТОВ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.17;34.837;3128.41;85300;85100;84900;САРАНСК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.69;35.000;3143.02;85300;85100;84900;САМАРА;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.34;34.333;3093.45;85600;85400;85200;РЯЗАНЬ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.83;36.166;3265.83;85300;85100;84900;РОСТОВ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.59;35.917;3243.28;85800;85600;85400;ПИТЕР_ФОРНОСОВО;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.44;36.643;3217.30;87800;87600;87400;ПЕРМЬ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.21;34.833;2953.84;83300;83100;82900;ОРЕНБУРГ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.41;34.333;3083.13;85300;85100;84900;ОРЕЛ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.31;34.333;3076.28;85600;85400;85200;НОВОЧЕРКАССК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
3.51;436.724;63713.64;145890;145890;145890;ЧЕЛЯБИНСК;Лист Ст35;70;;г/к ЧАСТЬ;Лист г/к;0.805;
2.99;439.091;70645.38;158890;158890;158890;УГЛИ;Лист Ст35;70;;г/к ЧАСТЬ;Лист г/к;0.75;
5.69;440.910;74112.56;168090;167890;167890;НОВОСИБИРСК;Лист Ст35;70;;г/к ЧАСТЬ;Лист г/к;0.75;
1.31;1261.760;203004.52;160890;160890;160890;КАЗАНЬ;Лист Ст35;70;;г/к ЧАСТЬ;Лист г/к;2.16;
1.07;440.740;82898.88;186090;185890;185890;УГЛИ;Лист Ст30хгса;70;;г/к ЧАСТЬ;Лист г/к;0.75;
2.14;439.129;65166.76;148400;145990;145890;ЧЕЛЯБИНСК;Лист Ст20;70;;г/к ЧАСТЬ;Лист г/к;0.805;
6.09;438.181;61297.21;137890;137890;137890;УГЛИ;Лист Ст20;70;;г/к ЧАСТЬ;Лист г/к;0.75;
3.43;436.000;60342.36;138400;135990;135890;НОВОСИБИРСК;Лист Ст20;70;;г/к ЧАСТЬ;Лист г/к;0.75;
7.92;558.667;83800.05;150000;149400;149000;ЧЕЛЯБИНСК;Лист Ст09г2с;70;;г/к ЧАСТЬ;Лист г/к;1;
5.13;427.667;66801.52;155000;154400;154000;УФА;Лист Ст09г2с;70;;г/к ЧАСТЬ;Лист г/к;0.75;
5.13;2747.500;426961.50;155400;154800;154400;САМАРА;Лист Ст09г2с;70;;г/к ЧАСТЬ;Лист г/к;5;
1.68;558.667;92403.52;164400;163800;163400;ПИТЕР_ФОРНОСОВО;Лист Ст09г2с;70;;г/к ЧАСТЬ;Лист г/к;1;
7.79;558.667;91844.85;164400;163800;163400;НОВОСИБИРСК;Лист Ст09г2с;70;;г/к ЧАСТЬ;Лист г/к;1;
3.85;427.667;62653.24;145000;144400;144000;ЛОБНЯ;Лист Ст09г2с;70;;г/к ЧАСТЬ;Лист г/к;0.75;
2.57;5132.007;766721.85;150000;149400;149000;КАЗАНЬ;Лист Ст09г2с;70;;г/к ЧАСТЬ;Лист г/к;9;
0.21;35.167;3140.39;85300;85100;84900;ЯРОСЛАВЛЬ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.35;35.333;3172.92;85800;85600;85400;ЧЕРЕПОВЕЦ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.59;36.250;3110.22;85800;85600;85400;ЧЕЛЯБИНСК;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.28;34.653;2879.66;83100;82900;82700;ЧЕЛНЫ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
0.40;36.166;3240.52;85600;85400;85200;ЧЕБОКСАРЫ;Лист Ст3;6;;г/к ЧАСТЬ;Лист г/к;0.75;
24.47;4587.988;807485.89;176000;175000;175000;ЧЕЛЯБИНСК;Лист Ст30ХГСА;60;*1500*6000;г/к 11269, 19903 АША;Лист г/к;9.74;
40.63;4540.000;753594.53;165990;165890;165890;УГЛИ;Лист Ст30ХГСА;60;*1500*6000;г/к 11269, 19903 АША;Лист г/к;9;
13.53;4540.500;781420.05;172100;172000;172000;НОВОСИБИРСК;Лист Ст30ХГСА;60;*1500*6000;г/к 11269, 19903 АША;Лист г/к;9;
8.96;4212.000;699149.88;165990;165890;165890;УГЛИ;Лист Ст30ХГСА;60;*1500*6000;г/к 11269, 19903;Лист г/к;9;
13.44;4493.331;777795.60;173100;173000;173000;КАЗАНЬ;Лист Ст30ХГСА;60;*1500*6000;г/к 11269, 19903;Лист г/к;9;
18.14;4535.000;426290.01;94000;93400;93000;УФА;Лист Ст3;60;*1500*6000;г/к ГОСТ 14637-89 Аша;Лист г/к;9;
18.50;4239.000;440856.00;104000;103400;103000;ПЕРМЬ;Лист Ст3;60;*1500*6000;г/к ГОСТ 14637-89 Аша;Лист г/к;9;
67.93;4580.001;430520.09;94000;93400;93000;НОВОСИБИРСК;Лист Ст3;60;*1500*6000;г/к ГОСТ 14637-89 Аша;Лист г/к;9;
22.62;4539.996;589700.08;129890;129890;129890;НОВОСИБИРСК;Лист Ст65г;60,0;*1500*5000-6000;ГОСТ 1577-93, 19903-15, АША;Лист г/к;9;
27.18;4550.004;577350.01;126890;124890;124890;КАЗАНЬ;Лист Ст65г;60,0;*1500*5000-6000;ГОСТ 1577-93, 19903-15, АША;Лист г/к;9;
18.21;4579.996;430519.67;94000;93400;93000;ЧЕЛЯБИНСК;Лист Ст3;60;*1500,,,1700-5000,,,6000;г/к ГОСТ 14637-89 Аша;Лист г/к;9.785;
18.06;4516.069;469671.14;104000;103400;103000;ТЮМЕНЬ;Лист Ст3;60;*1500,,,1700-5000,,,6000;г/к ГОСТ 14637-89 Аша;Лист г/к;9.724;
18.04;4509.999;469039.90;104000;103400;103000;ПЕРМЬ;Лист Ст3;60;*1500,,,1700-5000,,,6000;г/к ГОСТ 14637-89 Аша;Лист г/к;9;
27.13;4554.998;473719.83;104000;103400;103000;ЕКАТЕРИНБУРГ;Лист Ст3;60;*1500,,,1700-5000,,,6000;г/к ГОСТ 14637-89 Аша;Лист г/к;9.6;
9.08;4555.000;592149.95;130000;129890;129890;ЧЕЛЯБИНСК;Лист Ст45;60;*1500,,,1700*5500,,,6000;г/к ГОСТ 1577-93,19903-15 Аша;Лист г/к;9.817;
9.08;4570.020;598672.62;131000;130890;130890;НОВОСИБИРСК;Лист Ст45;60;*1500,,,1700*5500,,,6000;г/к ГОСТ 1577-93,19903-15 Аша;Лист г/к;9;
18.24;4565.007;571493.23;125190;124890;124890;КАЗАНЬ;Лист Ст45;60;*1500,,,1700*5500,,,6000;г/к ГОСТ 1577-93,19903-15 Аша;Лист г/к;9;
9.10;4570.000;594100.00;130000;129890;129890;ЧЕЛЯБИНСК;Лист Ст45;60;*1500,,,1600*4000,,,6000;г/к ГОС 1577-93, 19903 Аша;Лист г/к;9.817;
9.11;4570.000;586788.03;128400;128100;128100;УФА;Лист Ст45;60;*1500,,,1600*4000,,,6000;г/к ГОС 1577-93, 19903 Аша;Лист г/к;9;
0.21;208.111;18521.92;89000;88400;87900;ВОЛОГДА;Лист Ст09Г2С;6,0;*1500*3000;г/к ПОЛОВИНА;Лист г/к;4.5;
12.84;348.817;46043.91;130000;129890;129890;УГЛИ;Лист Ст65г;6,0;*1250*6000;г/к  ГОСТ 1577-93 CC;Лист г/к;7.5;
6.13;399.200;43512.80;109000;108400;108000;ЧЕЛЯБИНСК;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.8;
1.93;380.280;40309.68;104000;103400;103000;УГЛИ;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
1.53;381.666;44082.42;114000;113400;113000;САРАТОВ;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
4.56;379.890;43877.29;114000;113400;113000;САМАРА;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
4.24;353.250;41577.52;117700;117100;116700;ПЕРМЬ;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
1.54;379.167;43793.79;114000;113400;113000;ПЕНЗА;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
2.22;381.667;41601.67;109000;108400;108000;НОВОСИБИРСК;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
3.05;380.416;40133.94;104000;103400;103000;ЛОБНЯ;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
0.75;381.428;42147.82;109000;108400;108000;КАЗАНЬ;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
1.13;378.000;44490.60;117700;117100;116700;ЕКАТЕРИНБУРГ;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.75;
0.77;384.999;44467.44;114000;113400;113000;БЕЛГОРОД_КРЕЙДА;Лист Ст3;60;;г/к ЧАСТЬ;Лист г/к;0.81;
0.10;99.000;4851.00;49000;49000;49000;ЛОБНЯ;Лист Ст3;60;*300,,,1250*1000,,,3000;Д/О;Лист г/к;0.252;
18.00;4514.999;474074.91;105000;105000;105000;ЧЕЛЯБИНСК;Лист СтС355;60;*1500*6000;Аша ГОСТ 27772-2021;Лист г/к;9.724;
13.43;4529.996;612006.95;135101;134901;134901;ЧЕЛЯБИНСК;Лист Ст40Х;60;*1500*6000;г/к ГОСТ 1577-93,19903-15 Аша;Лист г/к;9.817;
13.79;4580.000;591282.59;129101;128901;128901;УГЛИ;Лист Ст40Х;60;*1500*6000;г/к ГОСТ 1577-93,19903-15 Аша;Лист г/к;9;
4.51;4556.997;642996.83;141101;140901;140901;НОВОСИБИРСК;Лист Ст40Х;60;*1500*6000;г/к ГОСТ 1577-93,19903-15 Аша;Лист г/к;9;
9.11;4557.501;615722.94;135101;134901;134901;КАЗАНЬ;Лист Ст40Х;60;*1500*6000;г/к ГОСТ 1577-93,19903-15 Аша;Лист г/к;9;
2.83;372.500;70026.31;185990;185890;185890;УГЛИ;Лист Ст30хгса;60;;г/к ЧАСТЬ;Лист г/к;0.75;
3.98;375.417;73540.44;193890;193890;193890;РОСТОВ;Лист Ст30хгса;60;;г/к ЧАСТЬ;Лист г/к;0.75;
4.69;378.333;72639.94;192000;192000;192000;НОВОСИБИРСК;Лист Ст30хгса;60;;г/к ЧАСТЬ;Лист г/к;0.75;
4.10;1872.919;361473.31;193000;193000;193000;КАЗАНЬ;Лист Ст30хгса;60;;г/к ЧАСТЬ;Лист г/к;3.75;
2.29;379.166;48188.26;127090;126890;126890;ЧЕЛЯБИНСК;Лист Ст20;60;;г/к ЧАСТЬ;Лист г/к;0.8;
